Pistachio_Index,tip_Closest_50_1,tip_Closest_50_2,tip_Closest_50_3,tip_Closest_50_4,tip_Closest_50_5,tip_Closest_50_6,tip_Closest_50_7,tip_Closest_50_8,Status,Status Color,full_1,full_2,full_3,full_4,full_5,full_6,full_7,full_8,tip_Farthest_50_1,tip_Farthest_50_2,tip_Farthest_50_3,tip_Farthest_50_4,tip_Farthest_50_5,tip_Farthest_50_6,tip_Farthest_50_7,tip_Farthest_50_8,tip_Closest_30_1,tip_Closest_30_2,tip_Closest_30_3,tip_Closest_30_4,tip_Closest_30_5,tip_Closest_30_6,tip_Closest_30_7,tip_Closest_30_8,tip_Farthest_30_1,tip_Farthest_30_2,tip_Farthest_30_3,tip_Farthest_30_4,tip_Farthest_30_5,tip_Farthest_30_6,tip_Farthest_30_7,tip_Farthest_30_8,tip_Farthest_70_1,tip_Farthest_70_2,tip_Farthest_70_3,tip_Farthest_70_4,tip_Farthest_70_5,tip_Farthest_70_6,tip_Farthest_70_7,tip_Farthest_70_8,tip_Closest_70_1,tip_Closest_70_2,tip_Closest_70_3,tip_Closest_70_4,tip_Closest_70_5,tip_Closest_70_6,tip_Closest_70_7,tip_Closest_70_8
CT2-A4-full_23,0.103,0.0,0.0,0.0,0.065,0.001,0.0,0.831,Filled,#5dde6a,0.093,0.0,0.0,0.0,0.092,0.003,0.0,0.811,0.083,0.0,0.0,0.0,0.119,0.006,0.001,0.791,0.078,0.0,0.0,0.0,0.071,0.002,0.0,0.849,0.08,0.0,0.0,0.0,0.164,0.001,0.001,0.754,0.099,0.0,0.0,0.0,0.101,0.004,0.0,0.795,0.099,0.0,0.0,0.0,0.061,0.004,0.0,0.835
CT2-A4-full_24,0.097,0.0,0.0,0.0,0.1,0.002,0.0,0.801,Filled,#5dde6a,0.107,0.0,0.0,0.0,0.169,0.001,0.0,0.723,0.117,0.0,0.0,0.0,0.24,0.0,0.0,0.642,0.086,0.0,0.0,0.0,0.118,0.002,0.0,0.793,0.117,0.0,0.0,0.0,0.283,0.0,0.0,0.599,0.116,0.0,0.0,0.0,0.191,0.0,0.0,0.692,0.103,0.0,0.0,0.0,0.121,0.002,0.0,0.775
CT2-A4-full_25,0.089,0.0,0.0,0.0,0.035,0.004,0.001,0.871,Filled,#5dde6a,0.085,0.0,0.0,0.0,0.073,0.002,0.0,0.839,0.082,0.0,0.0,0.0,0.111,0.0,0.0,0.807,0.092,0.0,0.0,0.0,0.036,0.003,0.001,0.868,0.069,0.0,0.0,0.0,0.122,0.001,0.0,0.808,0.083,0.0,0.0,0.0,0.089,0.002,0.0,0.827,0.092,0.0,0.0,0.0,0.052,0.003,0.0,0.852
CT2-A4-full_26,0.047,0.0,0.0,0.001,0.044,0.003,0.001,0.904,Filled,#5dde6a,0.044,0.0,0.0,0.0,0.096,0.04,0.001,0.819,0.042,0.0,0.0,0.0,0.148,0.076,0.0,0.733,0.058,0.0,0.001,0.001,0.038,0.005,0.002,0.896,0.054,0.0,0.0,0.0,0.192,0.107,0.0,0.648,0.039,0.0,0.0,0.0,0.121,0.055,0.0,0.785,0.04,0.0,0.0,0.0,0.055,0.011,0.001,0.892
CT2-A4-full_27,0.382,0.0,0.0,0.0,0.031,0.0,0.0,0.587,Blank,#dbc381,0.268,0.0,0.0,0.0,0.086,0.005,0.0,0.642,0.153,0.0,0.0,0.0,0.141,0.01,0.0,0.696,0.463,0.0,0.0,0.0,0.04,0.0,0.0,0.497,0.142,0.0,0.0,0.0,0.224,0.003,0.0,0.631,0.183,0.0,0.0,0.0,0.105,0.007,0.0,0.704,0.322,0.0,0.0,0.0,0.026,0.006,0.0,0.646
CT2-A4-full_28,0.154,0.0,0.0,0.0,0.022,0.032,0.0,0.792,Filled,#5dde6a,0.098,0.0,0.0,0.0,0.074,0.022,0.0,0.806,0.042,0.0,0.0,0.0,0.126,0.012,0.0,0.82,0.202,0.0,0.0,0.0,0.025,0.014,0.0,0.759,0.05,0.0,0.0,0.0,0.179,0.004,0.0,0.766,0.053,0.0,0.0,0.0,0.095,0.026,0.0,0.826,0.118,0.0,0.0,0.0,0.029,0.03,0.0,0.823
CT2-A4-full_29,0.084,0.0,0.0,0.0,0.036,0.006,0.0,0.873,Filled,#5dde6a,0.086,0.0,0.0,0.0,0.067,0.006,0.001,0.841,0.088,0.0,0.0,0.0,0.097,0.006,0.001,0.808,0.097,0.0,0.0,0.0,0.045,0.001,0.0,0.857,0.095,0.0,0.0,0.0,0.146,0.0,0.0,0.759,0.082,0.0,0.0,0.0,0.076,0.008,0.001,0.833,0.083,0.0,0.0,0.0,0.033,0.008,0.001,0.876
CT2-A4-full_30,0.128,0.0,0.0,0.0,0.041,0.001,0.0,0.83,Filled,#5dde6a,0.091,0.0,0.0,0.0,0.074,0.023,0.0,0.811,0.054,0.0,0.0,0.001,0.108,0.045,0.0,0.793,0.15,0.0,0.0,0.0,0.044,0.002,0.0,0.805,0.044,0.0,0.0,0.0,0.143,0.036,0.0,0.777,0.066,0.0,0.0,0.0,0.087,0.032,0.0,0.814,0.111,0.0,0.0,0.0,0.044,0.017,0.0,0.826
CT2-A9-full_1,0.425,0.0,0.0,0.0,0.039,0.005,0.002,0.529,Filled,#5dde6a,0.375,0.0,0.0,0.0,0.072,0.002,0.001,0.55,0.325,0.0,0.0,0.0,0.104,0.0,0.0,0.57,0.483,0.0,0.0,0.0,0.037,0.005,0.002,0.473,0.405,0.0,0.0,0.0,0.119,0.0,0.0,0.476,0.329,0.0,0.0,0.0,0.087,0.001,0.001,0.583,0.362,0.0,0.0,0.0,0.051,0.004,0.001,0.582
CT2-A9-full_2,0.239,0.0,0.0,0.0,0.066,0.005,0.0,0.69,Filled,#5dde6a,0.199,0.0,0.0,0.0,0.09,0.004,0.0,0.707,0.16,0.0,0.0,0.0,0.114,0.002,0.0,0.724,0.275,0.0,0.0,0.0,0.059,0.008,0.0,0.658,0.156,0.0,0.0,0.0,0.127,0.003,0.0,0.715,0.167,0.0,0.0,0.0,0.103,0.002,0.0,0.728,0.218,0.0,0.0,0.0,0.074,0.004,0.0,0.704
CT2-A9-full_3,0.036,0.0,0.0,0.0,0.02,0.57,0.0,0.373,Filled,#5dde6a,0.03,0.0,0.0,0.0,0.033,0.467,0.0,0.469,0.025,0.0,0.0,0.0,0.045,0.377,0.001,0.552,0.05,0.0,0.0,0.0,0.021,0.575,0.0,0.355,0.032,0.0,0.0,0.001,0.055,0.261,0.001,0.65,0.024,0.0,0.0,0.0,0.038,0.43,0.001,0.507,0.029,0.0,0.0,0.0,0.023,0.564,0.0,0.384
CT2-A9-full_4,0.225,0.0,0.0,0.0,0.033,0.002,0.001,0.739,Filled,#5dde6a,0.181,0.0,0.0,0.0,0.077,0.001,0.0,0.74,0.137,0.0,0.0,0.0,0.121,0.0,0.0,0.741,0.282,0.0,0.001,0.0,0.03,0.002,0.002,0.683,0.204,0.0,0.0,0.0,0.169,0.0,0.0,0.626,0.138,0.0,0.0,0.0,0.097,0.0,0.0,0.765,0.171,0.0,0.0,0.0,0.037,0.001,0.001,0.789
CT2-A9-full_5,0.364,0.0,0.0,0.0,0.042,0.062,0.0,0.532,Filled,#5dde6a,0.26,0.0,0.0,0.0,0.058,0.054,0.0,0.628,0.181,0.0,0.0,0.0,0.071,0.048,0.0,0.7,0.414,0.0,0.0,0.0,0.058,0.04,0.001,0.487,0.155,0.0,0.0,0.0,0.101,0.01,0.0,0.734,0.214,0.0,0.0,0.0,0.058,0.058,0.0,0.67,0.315,0.0,0.0,0.0,0.036,0.077,0.0,0.572
CT2-A9-full_6,0.04,0.0,0.0,0.001,0.035,0.02,0.002,0.902,Filled,#5dde6a,0.049,0.0,0.0,0.0,0.045,0.044,0.001,0.859,0.059,0.0,0.0,0.0,0.056,0.07,0.0,0.815,0.045,0.0,0.0,0.0,0.035,0.032,0.004,0.884,0.081,0.0,0.0,0.0,0.073,0.114,0.001,0.731,0.051,0.0,0.0,0.001,0.05,0.05,0.0,0.848,0.036,0.0,0.0,0.001,0.034,0.015,0.002,0.912
CT2-A9-full_7,0.204,0.0,0.0,0.0,0.033,0.001,0.001,0.76,Filled,#5dde6a,0.196,0.0,0.0,0.0,0.058,0.007,0.0,0.739,0.188,0.0,0.0,0.0,0.083,0.012,0.0,0.717,0.24,0.0,0.0,0.0,0.034,0.002,0.002,0.723,0.203,0.0,0.0,0.0,0.11,0.021,0.0,0.667,0.177,0.0,0.0,0.0,0.069,0.009,0.0,0.746,0.193,0.0,0.0,0.0,0.036,0.001,0.001,0.77
CT2-A9-full_8,0.141,0.0,0.0,0.0,0.038,0.002,0.0,0.819,Filled,#5dde6a,0.146,0.0,0.0,0.0,0.098,0.019,0.0,0.737,0.15,0.0,0.0,0.0,0.159,0.037,0.0,0.654,0.184,0.0,0.0,0.0,0.036,0.003,0.0,0.777,0.201,0.0,0.0,0.0,0.192,0.061,0.0,0.545,0.129,0.0,0.0,0.0,0.125,0.026,0.0,0.72,0.122,0.0,0.0,0.0,0.058,0.001,0.0,0.819
CT2-A9-full_9,0.378,0.0,0.0,0.0,0.042,0.01,0.0,0.571,Filled,#5dde6a,0.329,0.0,0.0,0.0,0.06,0.005,0.0,0.606,0.28,0.0,0.0,0.0,0.078,0.0,0.0,0.642,0.443,0.0,0.0,0.0,0.03,0.017,0.0,0.51,0.289,0.0,0.0,0.0,0.1,0.0,0.0,0.611,0.28,0.0,0.0,0.0,0.072,0.0,0.0,0.648,0.346,0.0,0.0,0.0,0.043,0.007,0.0,0.604
CT2-A9-full_10,0.06,0.0,0.0,0.0,0.077,0.002,0.0,0.861,Filled,#5dde6a,0.112,0.0,0.0,0.0,0.126,0.006,0.0,0.757,0.163,0.0,0.0,0.0,0.174,0.01,0.0,0.653,0.082,0.0,0.0,0.0,0.06,0.0,0.0,0.857,0.249,0.0,0.0,0.0,0.176,0.016,0.0,0.559,0.124,0.0,0.0,0.0,0.154,0.008,0.0,0.714,0.053,0.0,0.0,0.0,0.104,0.001,0.0,0.842
CT2-A9-full_11,0.127,0.0,0.0,0.0,0.028,0.039,0.0,0.806,Filled,#5dde6a,0.216,0.0,0.0,0.0,0.154,0.044,0.0,0.585,0.305,0.0,0.0,0.0,0.28,0.05,0.0,0.365,0.111,0.0,0.0,0.0,0.024,0.002,0.001,0.862,0.359,0.0,0.0,0.0,0.392,0.001,0.0,0.248,0.261,0.0,0.0,0.0,0.21,0.062,0.0,0.466,0.154,0.0,0.0,0.0,0.052,0.063,0.0,0.731
CT2-A9-full_12,0.142,0.0,0.0,0.0,0.061,0.0,0.0,0.797,Filled,#5dde6a,0.149,0.0,0.0,0.0,0.111,0.0,0.0,0.74,0.156,0.0,0.0,0.0,0.162,0.0,0.0,0.682,0.176,0.0,0.0,0.0,0.051,0.0,0.0,0.774,0.127,0.0,0.0,0.0,0.191,0.0,0.0,0.681,0.137,0.0,0.0,0.0,0.137,0.0,0.0,0.725,0.158,0.0,0.0,0.0,0.077,0.0,0.0,0.764
CT2-A9-full_13,0.29,0.003,0.001,0.002,0.048,0.029,0.004,0.622,Filled,#5dde6a,0.346,0.002,0.001,0.001,0.091,0.018,0.002,0.539,0.402,0.0,0.0,0.0,0.134,0.007,0.0,0.457,0.297,0.006,0.002,0.003,0.063,0.043,0.006,0.58,0.391,0.0,0.0,0.0,0.187,0.012,0.0,0.41,0.367,0.0,0.0,0.0,0.103,0.007,0.001,0.522,0.327,0.002,0.001,0.001,0.05,0.02,0.003,0.595
CT2-A9-full_14,0.035,0.0,0.0,0.0,0.037,0.093,0.0,0.835,Filled,#5dde6a,0.08,0.0,0.0,0.0,0.077,0.047,0.001,0.795,0.123,0.0,0.0,0.0,0.115,0.003,0.001,0.758,0.042,0.0,0.0,0.0,0.035,0.093,0.0,0.83,0.149,0.0,0.0,0.0,0.162,0.002,0.002,0.684,0.096,0.0,0.0,0.0,0.094,0.028,0.001,0.781,0.049,0.0,0.0,0.0,0.039,0.067,0.0,0.845
CT2-A9-full_15,0.272,0.0,0.0,0.0,0.046,0.002,0.002,0.678,Filled,#5dde6a,0.203,0.0,0.0,0.0,0.101,0.012,0.003,0.681,0.134,0.0,0.0,0.0,0.157,0.021,0.004,0.684,0.333,0.0,0.0,0.0,0.047,0.003,0.003,0.614,0.125,0.0,0.0,0.0,0.221,0.01,0.0,0.644,0.147,0.0,0.0,0.0,0.125,0.015,0.003,0.71,0.236,0.0,0.0,0.0,0.05,0.013,0.004,0.697
CT2-A9-full_16,0.269,0.0,0.001,0.001,0.032,0.0,0.0,0.697,Blank,#dbc381,0.374,0.0,0.0,0.0,0.051,0.002,0.0,0.572,0.479,0.0,0.0,0.0,0.071,0.003,0.0,0.447,0.276,0.0,0.001,0.001,0.041,0.001,0.001,0.68,0.599,0.0,0.0,0.0,0.104,0.0,0.0,0.298,0.416,0.0,0.0,0.0,0.056,0.003,0.0,0.525,0.277,0.0,0.0,0.0,0.029,0.003,0.0,0.69
CT2-A9-full_17,0.073,0.0,0.0,0.0,0.083,0.172,0.0,0.671,Filled,#5dde6a,0.094,0.0,0.0,0.0,0.095,0.122,0.0,0.689,0.113,0.0,0.0,0.0,0.107,0.074,0.0,0.706,0.091,0.0,0.0,0.0,0.087,0.15,0.0,0.671,0.1,0.0,0.0,0.0,0.144,0.025,0.0,0.731,0.095,0.0,0.0,0.0,0.099,0.11,0.0,0.696,0.091,0.0,0.0,0.0,0.073,0.166,0.0,0.669
CT2-A9-full_18,0.128,0.0,0.0,0.0,0.065,0.0,0.0,0.806,Filled,#5dde6a,0.106,0.0,0.0,0.0,0.107,0.0,0.0,0.786,0.084,0.0,0.0,0.0,0.149,0.0,0.0,0.767,0.135,0.0,0.0,0.0,0.069,0.0,0.0,0.796,0.097,0.0,0.0,0.0,0.205,0.0,0.0,0.697,0.094,0.0,0.0,0.0,0.124,0.0,0.0,0.782,0.11,0.0,0.0,0.0,0.065,0.0,0.0,0.825
CT2-A9-full_19,0.313,0.0,0.0,0.0,0.052,0.006,0.001,0.628,Filled,#5dde6a,0.252,0.0,0.0,0.0,0.087,0.006,0.001,0.655,0.19,0.0,0.0,0.0,0.123,0.005,0.0,0.682,0.355,0.0,0.0,0.0,0.051,0.01,0.002,0.583,0.184,0.0,0.0,0.0,0.171,0.008,0.0,0.637,0.207,0.0,0.0,0.0,0.103,0.004,0.0,0.686,0.281,0.0,0.0,0.0,0.051,0.005,0.001,0.662
CT2-A9-full_20,0.141,0.0,0.0,0.0,0.023,0.01,0.0,0.826,Blank,#dbc381,0.185,0.0,0.0,0.0,0.023,0.011,0.001,0.781,0.229,0.0,0.0,0.0,0.023,0.011,0.001,0.736,0.138,0.0,0.0,0.0,0.023,0.018,0.0,0.821,0.347,0.0,0.0,0.0,0.027,0.018,0.002,0.606,0.205,0.0,0.0,0.0,0.023,0.008,0.001,0.764,0.115,0.0,0.0,0.0,0.021,0.007,0.0,0.856
CT2-A9-full_21,0.024,0.0,0.001,0.001,0.073,0.437,0.0,0.464,Filled,#5dde6a,0.032,0.0,0.0,0.0,0.073,0.207,0.0,0.687,0.04,0.0,0.0,0.0,0.072,0.0,0.0,0.887,0.031,0.0,0.001,0.001,0.109,0.537,0.001,0.319,0.057,0.0,0.0,0.0,0.103,0.0,0.0,0.84,0.033,0.0,0.0,0.0,0.06,0.086,0.0,0.822,0.021,0.0,0.001,0.0,0.059,0.303,0.0,0.616
CT2-A9-full_22,0.225,0.0,0.0,0.0,0.116,0.031,0.0,0.627,Filled,#5dde6a,0.211,0.0,0.0,0.0,0.134,0.016,0.0,0.639,0.2,0.0,0.0,0.0,0.149,0.003,0.0,0.649,0.22,0.0,0.0,0.0,0.19,0.031,0.001,0.558,0.125,0.0,0.0,0.0,0.214,0.0,0.0,0.661,0.208,0.0,0.0,0.0,0.115,0.011,0.0,0.666,0.253,0.0,0.0,0.0,0.095,0.023,0.0,0.628
CT2-A9-full_23,0.247,0.0,0.0,0.0,0.021,0.002,0.0,0.73,Filled,#5dde6a,0.199,0.0,0.0,0.0,0.044,0.009,0.0,0.748,0.151,0.0,0.0,0.0,0.067,0.016,0.0,0.765,0.305,0.0,0.0,0.0,0.027,0.004,0.0,0.664,0.137,0.0,0.0,0.0,0.098,0.027,0.0,0.738,0.154,0.0,0.0,0.0,0.052,0.012,0.0,0.783,0.226,0.0,0.0,0.0,0.021,0.002,0.0,0.752
CT2-A9-full_24,0.164,0.0,0.0,0.0,0.047,0.0,0.0,0.789,Filled,#5dde6a,0.154,0.0,0.0,0.0,0.06,0.029,0.0,0.757,0.143,0.0,0.0,0.0,0.074,0.058,0.0,0.725,0.206,0.0,0.0,0.0,0.056,0.0,0.0,0.738,0.203,0.0,0.0,0.0,0.105,0.084,0.0,0.608,0.131,0.0,0.0,0.0,0.062,0.041,0.0,0.765,0.133,0.0,0.0,0.0,0.042,0.006,0.0,0.82
CT2-A9-full_25,0.213,0.0,0.0,0.0,0.031,0.004,0.002,0.75,Blank,#dbc381,0.234,0.0,0.0,0.0,0.046,0.003,0.001,0.716,0.254,0.0,0.0,0.0,0.062,0.002,0.0,0.682,0.247,0.0,0.001,0.001,0.04,0.002,0.001,0.709,0.241,0.0,0.0,0.0,0.089,0.001,0.0,0.669,0.228,0.0,0.0,0.0,0.049,0.003,0.001,0.719,0.23,0.0,0.0,0.0,0.028,0.004,0.002,0.736
CT2-A9-full_26,0.095,0.0,0.0,0.0,0.101,0.17,0.007,0.627,Filled,#5dde6a,0.094,0.0,0.0,0.0,0.095,0.125,0.02,0.666,0.093,0.0,0.0,0.0,0.09,0.082,0.032,0.702,0.09,0.0,0.0,0.0,0.155,0.274,0.0,0.481,0.133,0.0,0.0,0.0,0.127,0.122,0.052,0.566,0.096,0.0,0.0,0.0,0.072,0.067,0.028,0.738,0.077,0.0,0.0,0.0,0.081,0.126,0.006,0.709
CT2-A9-full_27,0.112,0.0,0.001,0.001,0.054,0.005,0.0,0.827,Filled,#5dde6a,0.142,0.0,0.0,0.0,0.083,0.004,0.0,0.77,0.171,0.0,0.0,0.0,0.111,0.003,0.0,0.715,0.163,0.001,0.001,0.001,0.072,0.003,0.0,0.76,0.227,0.0,0.0,0.0,0.174,0.0,0.0,0.599,0.133,0.0,0.0,0.0,0.088,0.005,0.0,0.774,0.104,0.0,0.0,0.0,0.043,0.006,0.0,0.845
CT2-A9-full_28,0.213,0.0,0.0,0.0,0.031,0.0,0.0,0.755,Filled,#5dde6a,0.215,0.0,0.0,0.0,0.035,0.001,0.0,0.748,0.218,0.0,0.0,0.0,0.039,0.002,0.0,0.741,0.33,0.0,0.001,0.001,0.033,0.0,0.0,0.636,0.332,0.0,0.0,0.0,0.047,0.003,0.0,0.618,0.168,0.0,0.0,0.0,0.036,0.001,0.0,0.794,0.164,0.0,0.0,0.0,0.03,0.0,0.0,0.805
CT2-A9-full_29,0.039,0.0,0.0,0.0,0.041,0.383,0.002,0.535,Blank,#dbc381,0.07,0.0,0.0,0.0,0.044,0.271,0.001,0.615,0.101,0.0,0.0,0.0,0.046,0.156,0.0,0.697,0.044,0.0,0.0,0.0,0.049,0.423,0.0,0.483,0.127,0.0,0.0,0.0,0.052,0.183,0.0,0.638,0.081,0.0,0.0,0.0,0.041,0.206,0.001,0.671,0.047,0.0,0.0,0.0,0.04,0.306,0.001,0.606
CT2-A9-full_30,0.23,0.0,0.0,0.0,0.048,0.0,0.0,0.722,Filled,#5dde6a,0.219,0.0,0.0,0.0,0.038,0.001,0.0,0.742,0.208,0.0,0.0,0.0,0.028,0.002,0.0,0.761,0.216,0.0,0.0,0.0,0.045,0.001,0.0,0.738,0.262,0.0,0.0,0.0,0.023,0.0,0.0,0.715,0.22,0.0,0.0,0.0,0.035,0.002,0.0,0.743,0.201,0.0,0.0,0.0,0.044,0.002,0.0,0.753
